序号,发行人_链接,发行人,文件名称_链接,文件名称,披露日期
3433,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=577,金冠电气股份有限公司,http://static.sse.com.cn/stock/information/c/202105/84b7538b1e504a2aa5789dd2a7a91689.pdf,8-1 发行人及保荐机构关于金冠电气股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函的回复,2021-05-19
3434,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=577,金冠电气股份有限公司,http://static.sse.com.cn/stock/information/c/202105/b4b1069fe3b74750af049258e6ca3b97.pdf,8-2 会计师事务所关于金冠电气股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函的回复,2021-05-19
3435,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=577,金冠电气股份有限公司,http://static.sse.com.cn/stock/information/c/202105/9a1b06f9d27046ef862363e774b08a62.pdf,8-3 北京市中伦律师事务所关于金冠电气股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（九）,2021-05-19
3436,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=788,四川汇宇制药股份有限公司,http://static.sse.com.cn/stock/information/c/202105/66a8795c301a48f79e95c304d2c3f182.pdf,8-1 发行人及保荐机构关于审核中心补充意见落实函的回复,2021-05-19
3437,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=722,浙江卓锦环保科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/2dd36286cafa4023ade4beeeea338042.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-05-19
3438,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=846,上海海和药物研究开发股份有限公司,http://static.sse.com.cn/stock/information/c/202105/426c646a33b046fba4868fb0a429459f.pdf,8-1 发行人及保荐机构回复意见（2020年年报财务数据更新版）,2021-05-19
3439,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=846,上海海和药物研究开发股份有限公司,http://static.sse.com.cn/stock/information/c/202105/75e4f1f40d71402fb6efe4c38e55b627.pdf,8-2 会计师关于审核问询函的专项核查意见（2020年年报财务数据更新版）,2021-05-19
3440,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=846,上海海和药物研究开发股份有限公司,http://static.sse.com.cn/stock/information/c/202105/7bd4c390404c49ca879ea64072b5bb44.pdf,8-3 补充法律意见书（一）（2020年年报财务数据更新版）,2021-05-19
3441,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=728,浙江科惠医疗器械股份有限公司,http://static.sse.com.cn/stock/information/c/202105/b2481c9a389b4e04893ac8986489e990.pdf,8-2 会计师问询函回复（二）,2021-05-19
3442,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=728,浙江科惠医疗器械股份有限公司,http://static.sse.com.cn/stock/information/c/202105/2db86f08886e40eb816ba37ffc22b0fa.pdf,8-1 发行人及保荐机构问询函回复（二）,2021-05-19
3443,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=728,浙江科惠医疗器械股份有限公司,http://static.sse.com.cn/stock/information/c/202105/8104f7019af541f08bea71c0ba7c71b4.pdf,8-3 补充法律意见书（三）,2021-05-19
3444,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=560,中国铁建重工集团股份有限公司,http://static.sse.com.cn/stock/information/c/202105/421b6fb8067148c08b3eeaf5ec216ca1.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-05-19
3445,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=560,中国铁建重工集团股份有限公司,http://static.sse.com.cn/stock/information/c/202105/2f7b12deec2a4947b591765a552f337b.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复,2021-05-19
3446,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=560,中国铁建重工集团股份有限公司,http://static.sse.com.cn/stock/information/c/202105/39aef9a32d4b4feda86ea8e5a5443d79.pdf,8-3 补充法律意见书（四）,2021-05-19
3447,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,http://static.sse.com.cn/stock/information/c/202105/84d21fef3ff44883a5017a99044ea902.pdf,8-1 发行人及保荐机构关于注册阶段问询问题的回复,2021-05-19
3448,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,http://static.sse.com.cn/stock/information/c/202105/9b8710cda31848459c02959ecdaf27fe.pdf,8-2 会计师关于注册阶段问询问题的回复,2021-05-19
3449,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,http://static.sse.com.cn/stock/information/c/202105/445d8dd43dcd4204881f5d374b21c6e5.pdf,8-3 补充法律意见书（六）,2021-05-19
3450,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=634,气派科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/4c9d468ed3b34cfab075429eb3a618f8.pdf,8-2 申报会计师关于发行注册环节反馈意见落实函的回复（二）,2021-05-18
3451,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=634,气派科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/c416b7e9072b4ce4893d3ecdcfe3606d.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复（二）,2021-05-18
3452,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=634,气派科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/1b5b462b15e74692830058fbfa4ee9cf.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-05-18
3453,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=634,气派科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/1be401e74802497780c0c72607c2274e.pdf,8-2 申报会计师关于发行注册环节反馈意见落实函的回复,2021-05-18
3454,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=812,南京诺唯赞生物科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/f669078f0f554b299d021e2726f7f152.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-05-18
3455,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=783,中科微至智能制造科技江苏股份有限公司,http://static.sse.com.cn/stock/information/c/202105/28bba28a58e9418295a1e82987724940.pdf,8-2 会计师关于审核中心意见落实函的回复,2021-05-18
3456,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=783,中科微至智能制造科技江苏股份有限公司,http://static.sse.com.cn/stock/information/c/202105/d928b98e2bd4465fb717e519ace98da5.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-05-18
3457,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=549,威腾电气集团股份有限公司,http://static.sse.com.cn/stock/information/c/202105/bbd27e3a21c84d5f85b240800447f753.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-05-18
3458,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=549,威腾电气集团股份有限公司,http://static.sse.com.cn/stock/information/c/202105/93adcd72f3804845a88e743a54870a8a.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复,2021-05-18
3459,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=549,威腾电气集团股份有限公司,http://static.sse.com.cn/stock/information/c/202105/f46d14a3c1404d019687edfc49730515.pdf,8-3 律师补充法律意见书（四）,2021-05-18
3460,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=839,贵州振华新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202105/3f6edb39bcca49709c98c1d1ffde3dc4.pdf,8-1-1 发行人及保荐机构关于首轮审核问询函的回复意见（2021年一季度财务数据更新版）,2021-05-18
3461,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=839,贵州振华新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202105/38bc82bcdf274a47b99330787d036054.pdf,8-2-1 会计师关于首轮审核问询函的回复（2021年一季度财务数据更新版）,2021-05-18
3462,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=839,贵州振华新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202105/72bba0c9caa346d799b571c6b7a8daaf.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2021-05-18
3463,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=839,贵州振华新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202105/4234d93d35c9403f9efa70676dc1ac61.pdf,8-2-2 会计师关于第二轮审核问询函的回复,2021-05-18
3464,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=839,贵州振华新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202105/867c2eea6b164e0a8079756d2cc3e1c1.pdf,8-3-1 律师补充法律意见书（二）,2021-05-18
3465,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=817,湖北华强科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/5a1353b18608445ea9f648df3fbd9406.pdf,8-1 发行人及保荐机构回复意见,2021-05-18
3466,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=817,湖北华强科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/d7a2939278b6462b913fdebc5e8adb6b.pdf,8-2 会计师回复意见,2021-05-18
3467,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=817,湖北华强科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/e09b1a97bfd4448db0d0fa8b66f3c0ea.pdf,8-3 补充法律意见书（二）,2021-05-18
3468,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/0817761646a140d99f996ac970f609cb.pdf,8-1-4 关于嘉和美康（北京）科技股份有限公司首次公开发行股票并在科创板上市的申请文件的第四轮审核问询函之回复报告,2021-05-18
3469,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/29aeb39f8e1a405b9db7a39b80af98a8.pdf,8-2-4 会计师关于第四轮审核问询函有关财务问题回复的专项说明,2021-05-18
3470,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/2caf0af4ff284ed480e22ec5b1841ab0.pdf,8-3-1 补充法律意见书（四）,2021-05-18
3471,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/77d2758ba79f4941ad5706e4ab752f69.pdf,8-4-1 关于嘉和美康（北京）科技股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函回复的修订说明,2021-05-18
3472,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/53a2f90664014083a9162fa1f36b61ac.pdf,8-4-3 会计师关于历次审核问询函回复的修订说明,2021-05-18
3473,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=838,纽威数控装备（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/8f97239e987f4b27bc3485849b3cb933.pdf,8-1发行人及保荐机构关于第二轮问询函的回复,2021-05-17
3474,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=838,纽威数控装备（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/bce0f49eae3e469daee2c7b0c3348bdb.pdf,8-2 会计师关于第二轮问询函的回复,2021-05-17
3475,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=838,纽威数控装备（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/202105/b1758cdac3374d8991d1ba5358eaedc4.pdf,8-3律师事务所的补充法律意见书（三）,2021-05-17
3476,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=816,陕西斯瑞新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202105/ecc883ac8e6b41e3be9d7088af98c653.pdf,8-1 发行人及保荐机构关于上市委会议意见落实函的回复,2021-05-17
3477,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=829,苏州国芯科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/303b583277d9465e8605171d2c3c2ae3.pdf,8-2 会计师回复意见,2021-05-17
3478,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=829,苏州国芯科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/a84adfa722064ba39f4a2e26d3d35430.pdf,8-1 发行人及保荐机构回复意见,2021-05-17
3479,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=829,苏州国芯科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/b6144b09f0b64fc2a5818dd5afea90b1.pdf,8-3 补充法律意见书（二）,2021-05-17
3480,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=799,江苏容汇通用锂业股份有限公司,http://static.sse.com.cn/stock/information/c/202105/9e28a61c817b456f9cf1bdb0933960f2.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2021-05-17
3481,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=799,江苏容汇通用锂业股份有限公司,http://static.sse.com.cn/stock/information/c/202105/99047f0d0b5c4a69b01e53970ea6ee31.pdf,8-2 申报会计师关于第三轮审核问询函的回复,2021-05-17
3482,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=799,江苏容汇通用锂业股份有限公司,http://static.sse.com.cn/stock/information/c/202105/8c865ca0cf114f0b819e7e7e72458754.pdf,8-3 补充法律意见书（三）,2021-05-17
3483,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/ccf7bbb64d17401a9380e14cb63e8e24.pdf,8-1-3 发行人及保荐机构关于第三轮审核问询函的回复,2021-05-14
3484,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/a8db98443dd34ebca8e9a2c917e1710b.pdf,8-2-3 会计师关于第三轮审核问询函有关财务问题回复的专项说明,2021-05-14
3485,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/21cecefb96b64cd59b94aef0799b9b82.pdf,8-3-3 补充法律意见书（三）,2021-05-14
3486,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=478,爱威科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/a912600de9634338a611a1e6ecd842ae.pdf,8-1 关于爱威科技股份有限公司首次公开发行股票并在科创板上市的注册问询意见的回复函,2021-05-14
3487,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=478,爱威科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/eab2f7838b7441b2bbf36221966531e6.pdf,8-2 会计师关于爱威科技股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函之回复,2021-05-14
3488,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=478,爱威科技股份有限公司,http://static.sse.com.cn/stock/information/c/202105/131cf9782f8e4e3583f75be2c439314f.pdf,8-3 律师事务所关于爱威科技股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（三）,2021-05-14
3489,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=844,百济神州有限公司,http://static.sse.com.cn/stock/information/c/202105/9b16d71584d549338b1f2a02bb3c9cf9.pdf,8-1 发行人及保荐机构回复意见,2021-05-14
3490,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=844,百济神州有限公司,http://static.sse.com.cn/stock/information/c/202105/0d472228d5cf4bbf9d22de8dfcd16bf3.pdf,8-2 会计师回复意见,2021-05-14
3491,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=844,百济神州有限公司,http://static.sse.com.cn/stock/information/c/202105/f70884a8ef694cee932ed20f6d318de7.pdf,8-3 补充法律意见书,2021-05-14
3492,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=788,四川汇宇制药股份有限公司,http://static.sse.com.cn/stock/information/c/202105/d49f1a7cb0b54f9f9ccc6c5e68e71356.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-05-13
3493,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=788,四川汇宇制药股份有限公司,http://static.sse.com.cn/stock/information/c/202105/ef386ff8ca6541a48dd9178e523b6546.pdf,8-2 会计师关于审核中心意见落实函的回复,2021-05-13
