序号,发行人_链接,发行人,审核问询轮次,文件名称_链接,文件名称,披露日期
314,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=273,湖南松井新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202003/c9f2ab52f0934e09bed5f9c93bb004b9.pdf,8-1-3 发行人及保荐机构第三轮审核问询函的回复,2020-03-10
315,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=273,湖南松井新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202002/6a2964b4fd474aef9e1d135f80e6437a.pdf,8-1-2 发行人及保荐机构第二轮审核问询函的回复,2020-02-25
316,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=273,湖南松井新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/d0b8568128c446638f4da362116de0a1.pdf,8-1 关于湖南松井新材料股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复,2019-12-17
317,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=430,湖南长远锂科股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/8aaa31c3d8a949179dcd96a8ca576b07.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-08-21
318,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=430,湖南长远锂科股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/ec7b21508fb74ae08bf66b9b17f9dcaa.pdf,8-1 发行人及保荐机构回复意见,2020-07-21
319,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=752,华海清科股份有限公司,1,http://static.sse.com.cn/stock/information/c/202102/e9ef13b614ef406ea4a751fccd90847d.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-02-08
320,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=752,华海清科股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/6119ad76d9ce4173b55cc8c184b6ba52.pdf,8-1 发行人及保荐机构回复意见,2020-12-30
321,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=193,华润微电子有限公司,1,http://static.sse.com.cn/stock/information/c/201910/9e825630bf314d83abfc103f04a245a1.pdf,8-1 发行人及保荐机构回复意见(二),2019-10-09
322,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=193,华润微电子有限公司,1,http://static.sse.com.cn/stock/information/c/201909/b37cc65e35644b438b762b1482eb15e6.pdf,8-1 发行人及保荐机构回复意见,2019-09-12
323,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=100,华熙生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/5ca813ec6b6b4b4baf813cf298ca4e21.pdf,华熙生物科技股份有限公司、华泰联合证券有限责任公司对上海证券交易所关于华熙生物科技股份有限公司首次公开发行股票并在科创板上市申请文件的第四轮审核问询函之回复报告,2019-06-18
324,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=100,华熙生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/94bcc5069a704348b82e1956d66118dd.pdf,华熙生物科技股份有限公司、华泰联合证券有限责任公司对上海证券交易所关于华熙生物科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函之回复报告,2019-06-04
325,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=100,华熙生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/863ff73cf06e4eb0a9f4577240fcbb47.pdf,华熙生物科技股份有限公司、华泰联合证券有限责任公司对上海证券交易所关于华熙生物科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函之回复报告,2019-05-20
326,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=100,华熙生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/c73a49102bf94275ae7576d9a59df578.pdf,8-1 发行人和保荐机构关于审核问询的回复,2019-05-07
327,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=422,会通新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/fd000414b0684f6090e64ddfc8aea8e9.pdf,8-1-2 发行人及保荐机构的第二轮审核问询函回复,2020-08-06
328,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=422,会通新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/799d63dbe7ed4ed9a505b9b2d29e216e.pdf,8-1 发行人及保荐机构回复意见,2020-06-29
329,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=389,吉林奥来德光电材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/3b5907ab12594a90bbf36df9038284d4.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-06-21
330,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=389,吉林奥来德光电材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/4d3fb12c20b64617bea8b0afe6fc7cc9.pdf,8-1发行人及保荐机构回复意见,2020-06-01
331,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=275,济南恒誉环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202003/f68178a353e24c2890fd226a4578bfb5.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2020-03-18
332,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=275,济南恒誉环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/a0862e2be0474e0bb8f9c54694af94ad.pdf,8-1 发行人及保荐机构回复意见,2020-01-07
333,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202105/0817761646a140d99f996ac970f609cb.pdf,8-1-4 关于嘉和美康（北京）科技股份有限公司首次公开发行股票并在科创板上市的申请文件的第四轮审核问询函之回复报告,2021-05-18
334,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202105/ccf7bbb64d17401a9380e14cb63e8e24.pdf,8-1-3 发行人及保荐机构关于第三轮审核问询函的回复,2021-05-14
335,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202104/f1742d08204a4d7ab5130014ba56606a.pdf,8-1-2 关于嘉和美康（北京）科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询回复,2021-04-15
336,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202104/aed91377c5cc41d086b3cef41dd47adf.pdf,8-1-1 关于嘉和美康（北京）科技股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询回复（2020年年报财务数据更新版）,2021-03-31
337,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=707,嘉和美康（北京）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/1b3e6b83b50340f3b0baab37bef2f76d.pdf,8-1 关于嘉和美康（北京）科技股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询回复,2020-11-19
338,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=271,江苏艾迪药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/0d8a5694bfa94be6ad6babdc84052763.pdf,8-1 发行人及保荐机构回复意见（三）,2020-04-09
339,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=271,江苏艾迪药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/44e62289ec464ace8e0ad4d8fbc3aeb5.pdf,8-1 发行人及保荐机构回复意见（二）,2020-01-20
340,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=271,江苏艾迪药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/e0b54056c1e045799f6bcacabe4ab28c.pdf,8-1 发行人及保荐机构回复意见,2019-12-17
341,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=4,江苏北人智能制造科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/10879c0927c94b5ba5c0a466877c82ec.pdf,8-1-4 发行人及保荐机构第四轮问询函回复意见（2019年半年报财务数据更新版）,2019-09-24
342,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=4,江苏北人智能制造科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/2c9a837fe44a4e00a09ea828c2f26f66.pdf,8-1 发行人及保荐机构第三轮回复意见,2019-07-11
343,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=4,江苏北人智能制造科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/b74fe9c920734c3ca8dba5a7261f9d30.pdf,8-1 发行人及保荐机构第二轮回复意见,2019-06-17
344,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=4,江苏北人智能制造科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/8b26c0b961fe483aad40a5cae07574f8.pdf,8-1 发行人及保荐机构回复意见,2019-05-07
345,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/ba8f67889441432e9891ffd7a329e22e.pdf,8-1-2 发行人及保荐人关于第二轮审核问询函的回复报告,2020-11-16
346,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=649,江苏灿勤科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/78307bf978794efe83eaed6f42af5d31.pdf,8-1 发行人及保荐人审核问询函回复报告,2020-09-21
347,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1052,江苏帝奥微电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/903968896d4a462cbf49644ef13b2258.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2022-03-24
348,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1052,江苏帝奥微电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/ab6ee1d300a94bdaa8237a682bb3d786.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2022-02-22
349,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=383,江苏泛亚微透科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/637cb67d0c334958a702d41231fe12e9.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-07-08
350,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=383,江苏泛亚微透科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/3ae2672f61c948e68a4a84225cecbfb8.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-06-08
351,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1034,江苏菲沃泰纳米科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/2d955504a3734f7c9e30d2a905d28d2c.pdf,8-1 发行人及保荐机构第二轮审核问询函回复意见,2022-03-03
352,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1034,江苏菲沃泰纳米科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/6155ea65561f4eca8c03400965d7bb90.pdf,8-1 发行人及保荐机构回复意见,2022-01-07
353,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=330,固德威技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/826fc87911194ab185665ea18fad6884.pdf,8-1-1 江苏固德威电源科技股份有限公司及东兴证券股份有限公司关于第二轮审核问询函之回复报告,2020-05-22
354,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=330,固德威技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/eb95a083542e44059608b11166b110ba.pdf,8-1-1 江苏固德威电源科技股份有限公司及东兴证券股份有限公司关于第一轮审核问询函之回复报告,2020-04-09
355,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=810,江苏宏微科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202104/dea5d43fade44cc2943be9cdbbdc607e.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-04-30
356,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=810,江苏宏微科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/5dbf352865d9464389e829ff4af2472a.pdf,8-1 关于江苏宏微科技股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函的回复,2021-03-22
357,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1014,江苏华盛锂电材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/37c44b891bc8475aaf9076be9e80f016.pdf,8-1发行人及保荐机构关于第二轮审核问询函的回复,2022-01-26
358,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1014,江苏华盛锂电材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/cc543fbc7b6e48d796b7568701ec9d4b.pdf,8-1 发行人及保荐机构回复意见,2021-09-15
359,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=190,江苏吉贝尔药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/8fa7a37b927b43c8a719872cefff99d5.pdf,8-1 发行人及保荐机构回复意见（三）,2019-12-27
360,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=190,江苏吉贝尔药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/201911/28fe2326bc0e4944a9d9fe8d0af8b97d.pdf,8-1 发行人及保荐机构回复意见（二）,2019-11-11
361,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=190,江苏吉贝尔药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/ffdb62da11924133a106fe79cb19c210.pdf,8-1 发行人和保荐机构回复意见,2019-09-23
362,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1011,江苏集萃药康生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202112/15a1080400374cf390593a0e666645a2.pdf,8-1-2 发行人及保荐机构第二轮回复意见,2021-12-13
363,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1011,江苏集萃药康生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/b32e5a228edf452e829a48712d09114a.pdf,8-1 发行人及保荐机构回复意见,2021-09-01
364,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=757,江苏金迪克生物技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/c1c6cfc28d754dd2a32d0d017271b112.pdf,8-1 江苏金迪克生物技术股份有限公司及中信证券股份有限公司关于第二轮审核问询函之回复报告,2021-01-22
365,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=757,江苏金迪克生物技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/86d57842448d484ebf016734e99d946d.pdf,8-1 江苏金迪克生物技术股份有限公司及中信证券股份有限公司关于审核问询函之回复报告,2020-12-22
366,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=208,江苏京源环保股份有限公司,1,http://static.sse.com.cn/stock/information/c/201911/80ee2362cc9143eaa54e67904b2ea54f.pdf,8-1-3 发行人及保荐机构关于第三轮审核问询函的回复意见,2019-11-19
367,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=208,江苏京源环保股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/a6d222769bad4625ab77da5aa0d3f9e2.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2019-10-23
368,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=208,江苏京源环保股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/550b05dd279444b0ab61b7377c4aa0e7.pdf,8-1 发行人及保荐机构回复意见（2019年半年报财务数据更新版）,2019-09-12
369,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1035,江苏康为世纪生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202204/1b423a5668904991a646ad1945c8028a.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2022-04-21
370,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1035,江苏康为世纪生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202112/7712f6ad8e38435d8a548e7074a3b979.pdf,8-1 发行人及保荐机构回复意见,2021-12-29
371,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=449,江苏康众数字医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/672c25266afc4b98be7e92ae94cd6c58.pdf,8-1 发行人及保荐机构关于第二轮问询函回复意见,2020-08-21
372,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=449,江苏康众数字医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/49be3f6a98d043e5b6377c35e1fa8feb.pdf,8-1 发行人及保荐机构回复意见,2020-07-20
373,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=642,江苏联测机电科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/d7221f5cb0754a0ba8c9c129be1a2101.pdf,8-1-1 发行人及保荐机构关于二轮审核问询函的回复（更新）,2020-10-29
